"序號","統一編號","公司名稱","公司所在地","代表人","資本額","核准設立日期"
80,"53673363","香港商輝煌科技有限公司","臺北市中山區松江路207號11樓","蔡旻甫",0,"1020627"
81,"53673379","榮創實業有限公司","金門縣金湖鎮新湖里塔后120-1號","許東荣",1110000,"1020627"
82,"53673413","英屬開曼群島商優塔思有限公司","臺北市信義區基隆路1段163號18樓之2、之3","陳忠偉",0,"1020627"
83,"53673429","英屬維京群島商百漢國際貿易有限公司","桃園縣桃園市國強十一街174號","呂白芬",1000000,"1020627"
84,"53673434","大陸商深圳環球之旅會展會務有限公司","臺南市官田區社子段社子村社子23之9號2樓","陳雙玉",0,"1020628"
85,"53673455","香港商雷金得利股份有限公司","臺北市中山區松江路152號11樓之11","呂廣城",1000000,"1020628"
86,"53673461","頂群開發股份有限公司","臺北市中山區松江路125號6樓","魏應州",900000000,"1020628"
87,"53673477","英屬維京群島商橡園實業有限公司","臺北市中山區長安東路2段246號5樓","陳嘉文",1000000,"1020628"
88,"54077595","自然源生機有限公司","臺南市東區東明里怡東路77號1樓","蔡玲菁",100000,"1020603"
89,"54077602","泓毅精密科技有限公司","臺南市永康區烏竹里竹南街56巷15弄18號1樓","李泓斌",3000000,"1020603"
90,"54077618","畯豪科技有限公司","臺南市永康區鹽行里鹽和街176號","陳建中",1000000,"1020603"
91,"54077624","玩客數位科技有限公司","臺南市仁德區仁義里正義三街32號3F","林凱訓",1000000,"1020603"
92,"54077639","百亭企業有限公司","臺南市永康區中華里忠勇街25號1樓","陳百亭",500000,"1020603"
93,"54077645","一陽國際有限公司","臺南市北區成德里文成三路141號1樓","施宏達",500000,"1020603"
94,"54077650","美亨有限公司","臺南市東區文聖里裕信二街112號1樓","姚光峰",500000,"1020604"
95,"54077666","米嘉有限公司","臺南市東區中華東路2段151號2樓","余俊賓",250000,"1020604"
96,"54077672","知富建設有限公司","臺南市新化區太平里中正路685號","吳必卿",1000000,"1020603"
97,"54077687","錦輝紙業有限公司","臺南市永康區六合里中華二路340巷15弄6號9樓之3","陳桂蓉",500000,"1020604"
98,"54077693","錦寬科技有限公司","臺南市安南區城北里安中路6段213之2號1樓","張佐伊",1000000,"1020604"
99,"54077700","台多食品企業有限公司","臺南市仁德區德崙路473號1樓","尤瑀涵",500000,"1020604"
100,"54077716","耀暘企業有限公司","臺南市安定區中榮里許中營40之1號2樓","顏惠芳",5000000,"1020604"
101,"54077722","昌展工程有限公司","臺南市後壁區後璧里158之11號2樓","蔡紫燕",300000,"1020605"
102,"54077737","政吉有限公司","臺南市歸仁區辜厝里中正南路ㄧ段402號1樓","洪明吉",1000000,"1020605"
103,"54077743","家康不動產有限公司","臺南市東區莊敬里東光路2段122號","董映岑",1000000,"1020605"
104,"54077758","三發木業有限公司","臺南市新市區新和里延平街8號6樓之20","鄭坤全",5000000,"1020605"
105,"54077764","優美光電國際有限公司","臺南市安南區頂安里安中一街111巷5號1樓","林暐菦",200000,"1020605"
106,"54077770","美森國際有限公司","臺南市永康區西橋里中華西街189號1樓","吳孟武",1000000,"1020605"
107,"54077785","興逢企業股份有限公司","臺南市南區仁慈街76巷7號1樓","龔炳芳",20000000,"1020606"
108,"54077791","旺逢股份有限公司","臺南市南區仁慈街76巷7號1樓","龔炳芳",20000000,"1020606"
109,"54077808","裕豪開發建設有限公司","臺南市中西區大仁街60號1樓","黃泓翔",10800000,"1020606"
110,"54077820","涌勝有限公司","臺南市北區成德里文成一路6巷28號2樓","林忠毅",10000000,"1020606"
111,"54077835","天聖科技股份有限公司","臺南市南區新和二路18號1樓","洪彬翔",500000,"1020606"
112,"54077841","銘威達有限公司","臺南市安南區安吉路2段62-2號","張會良",1000000,"1020606"
113,"54077856","睿濱生技有限公司","臺南市東區崇德里崇德五街32號1樓","黃榮濱",300000,"1020606"
114,"54077862","食米文化有限公司","臺南市後壁區嘉田里18-1號1樓","賴承麟",5000000,"1020606"
115,"54077878","創造貿易有限公司","臺南市下營區新興里裕農街35巷1號","洪添德",3000000,"1020606"
116,"54077883","鑫語生物科技有限公司","臺南市安南區頂安里頂安街571號1樓","劉佩玉",30000,"1020606"
117,"54077899","串發有限公司","臺南市永康區永二街245巷27-2號7樓","CHRISTIAN TANUWIDJAJA 陳福源",2100000,"1020606"
118,"54077906","捌捌捌滅火器有限公司","臺南市仁德區一甲里忠義二街28號1樓","張玉齡",5000000,"1020606"
119,"54077912","善成建設有限公司","臺南市善化區光文里大成路274號1樓","莊獻強",3000000,"1020606"
120,"54077928","天和餐飲有限公司","臺南市中西區西門路1段703巷7號","潘瑞斌",60000,"1020607"
121,"54077933","果皮工坊有限公司","臺南市東區大德里立德十一路81巷14號1樓","吳政銘",2000000,"1020607"
122,"54077949","三點三餐飲有限公司","臺南市南化區南化里31之5號1樓","方信傑",3000000,"1020606"
123,"54077954","宏昌膠業有限公司","臺南市北區公園路948之6號3樓","吳麗香",2600000,"1020607"
124,"54077960","永泓企業有限公司","臺南市永康區鹽洲里洲工街145巷18號1樓","張潤賢",5000000,"1020607"
125,"54077976","萬樺有限公司","臺南市新市區大社里大社501-16號1樓","楊宏謨",500000,"1020607"
126,"54077981","盈安藥品有限公司","臺南市東山區聖賢里頂窩63-1號","吳振榮",250000,"1020607"
127,"54077997","喜裕機械有限公司","臺南市永康區北灣里大同街263號","鍾春福",1000000,"1020610"
128,"54078010","愛斯邁創意有限公司","臺南市南區彰南里新和二路8號","高義峰",3000000,"1020610"
129,"54078026","鑫康生物科技有限公司","臺南市南區新樂路29號2樓","吳崇偉",3000000,"1020610"
130,"54078031","亞思科技應用有限公司","臺南市永康區六合里中華二路266巷19號10樓之3","葉志杰",1000000,"1020610"
131,"54078047","美吉國際有限公司","臺南市中西區健康路1段306號1樓","辜美紅",500000,"1020610"
132,"54078052","孟龍資產管理有限公司","臺南市東區崇善路476號1樓","張文龍",1800000,"1020610"
133,"54078068","長青綠葉塗料有限公司","臺南市中西區武聖路27巷26弄25號1樓","林業港",300000,"1020611"
134,"54078074","柯曼網路資訊有限公司","臺南市東區富裕里裕豐街10號2樓","李清智",1000000,"1020611"
135,"54078089","潤福有限公司","臺南市中西區民權路2段179號1樓","葉永昌",120000000,"1020610"
136,"54078095","泓潤有限公司","臺南市中西區民權路2段179號1樓","葉永昌",50000000,"1020610"
137,"54078102","栩果藝文有限公司","臺南市安平區怡平路140巷17弄6號5樓","李玲瑜",1000000,"1020611"
138,"54078118","德鑫鋼鐵有限公司","臺南市學甲區新達里頂山寮1之38號","郭再欽",1000000,"1020610"
139,"54078124","東田建設開發有限公司","臺南市東區東門路1段358號11樓","蔡承翰",2000000,"1020611"
140,"54078139","堡城建設有限公司","臺南市永康區東橋里東橋三路125號2樓","郭永錫",20000000,"1020611"
141,"54078145","椇國有限公司","臺南市新營區埤寮里長榮路一段516號","沈裕堂",2000000,"1020611"
142,"54078150","路加健康事業有限公司","臺南市北區西門路3段260號5樓","張可鳳",1000000,"1020611"
143,"54078166","米瑞立體股份有限公司","臺南市東區德光里崇學路165號5樓","楊惟忠",510000,"1020611"
144,"54078187","鋒穎營造有限公司","臺南市永康區網寮里永勝街169巷2號4樓之5","施肇凱",3000000,"1020611"
145,"54078193","邦譽藥品有限公司","臺南市南區喜東里喜樹路57號","黃玟憲",2000000,"1020613"
146,"54078200","明就將有限公司","臺南市佳里區安西里31鄰安西路311巷15號1樓","陳進財",500000,"1020611"
147,"54078216","東勝建設有限公司","臺南市新營區新東里東興路526號1樓","王輝安",500000,"1020611"
148,"54078222","和豐機械有限公司","臺南市後壁區福安里下寮210號之8","葉政育",3000000,"1020611"
149,"54078237","御鼎不動產經紀有限公司","臺南市新營區新南里金華路二段110號","鐘毓傑",3000000,"1020613"
150,"54078243","華璞營造有限公司","臺南市安平區怡平里華平路686號1樓","楊婷惠",3000000,"1020613"
151,"54078258","禾眾國際有限公司","臺南市南區金華里中華西路1段276號1樓","吳志祥",100000,"1020614"
152,"54078264","晶豐科技有限公司","臺南市安南區怡安路1段69號1樓","洪勝凱",5000000,"1020614"
153,"54078270","金田展業有限公司","臺南市新市區三舍里三舍228號1樓","黨豫台",1000000,"1020613"
154,"54078285","梅鑫海鮮餐飲有限公司","臺南市中西區普濟里海安路2段330巷1號","楊坤清",500000,"1020614"
155,"54078291","慶林物業管理顧問有限公司","臺南市東區中西里東寧路134巷55號1樓","林李秀桃",1000000,"1020614"
156,"54078308","優視線光學科技有限公司","臺南市安南區布袋里工明南三路208號","羅瑞杰",15000000,"1020618"
157,"54078314","臺灣尚科科技股份有限公司","臺南市東區忠孝里中華東路3段380巷9號2樓","郭旻翰",6000000,"1020614"
158,"54078320","禹威開發建設有限公司","臺南市東區富裕里裕豐街68巷8號1樓","黃義晋",4000000,"1020614"
159,"54078335","弘岩營造有限公司","臺南市仁德區正義路92號2樓","江月容",3000000,"1020614"
160,"54078341","森川農產有限公司","臺南市安平區平通里永華路2段768號15樓之1","林益川",10000000,"1020614"
161,"54078356","平安文具有限公司","臺南市西港區南海里南海埔58-1號2樓","林上智",1000000,"1020614"
162,"54078362","宥德國際有限公司","臺南市中西區五妃里慶中街62號2樓","李靜怡",1200000,"1020617"
163,"54078378","泰裕達實業股份有限公司","臺南市中西區環河街62號2樓","蘇玉敏",3000000,"1020617"
164,"54078383","雄基科技有限公司","臺南市安平區建平十七街159號9樓之1","田中基之",200000,"1020617"
165,"54078399","富而康國際有限公司","臺南市東區南聖里裕誠街68號4樓","劉建廣",1000000,"1020617"
166,"54078406","穩德投資有限公司","臺南市北區小康里大武街401巷1弄4號1樓","陳悠馨",500000,"1020617"
167,"54078412","華安彩虹花卉有限公司","臺南市東區大同路2段61巷70號","蘇秀娟",500000,"1020617"
168,"54078428","益誠國際實業有限公司","臺南市東區路東里林森路1段132號10樓之9","柴維敏",1000000,"1020617"
169,"54078433","中崙肉品有限公司","臺南市安定區中沙里中崙12之1號","胡美梅",300000,"1020617"
170,"54078454","誠硯食品有限公司","臺南市仁德區文華路3段428巷142號1樓","蔡鴻禕",2000000,"1020617"
171,"54078460","科米隆股份有限公司","臺南市新市區豐華里中心路8號","邱正中",100000000,"1020618"
172,"54078476","瑞輝工程有限公司","臺南市官田區二鎮里工業路83號","洪詩晏",2000000,"1020617"
173,"54078481","雄海有限公司","臺南市永康區烏竹里竹園二街180號1樓","陳曉玲",1040000,"1020617"
174,"54078497","金隆鑫有限公司","臺南市仁德區保安里開發4路2號","陳冠州;",3000000,"1020617"
175,"54078503","萬荃國際貿易有限公司","臺南市仁德區土庫里土庫六街75巷15號1樓","許家倩",5000000,"1020617"
176,"54078519","金長聚有限公司","臺南市永康區西橋里2鄰中山南路45號6樓之1","陳玉燁",100000,"1020618"
177,"54078530","良沁企業有限公司","臺南市永康區鹽洲里洲尾街152巷18號1樓","張睿宸",1000000,"1020610"
178,"54078546","康誠國際有限公司","臺南市南區中華西路1段271號1樓","張益誠",1000000,"1020618"
179,"54078551","三騰澱粉事業有限公司","臺南市善化區什乃里98之1號1樓","王博偉",100000,"1020617"
180,"54078567","覺醒實業有限公司","臺南市仁德區成功里文華路二段316巷13號2樓","程中宜",100000,"1020617"
181,"54078573","坤寶工業有限公司","臺南市仁德區大甲里行大街303號1樓","宋賢寳",1000000,"1020617"
182,"54078588","閎恆展營造有限公司","臺南市東區東智里崇德路1041號1樓","潘夢泉",3000000,"1020618"
183,"54078594","怡豐實業有限公司","臺南市安南區北安路3段752巷22弄105號1樓","許雅琴",150000,"1020618"
184,"54078601","世晉建設開發有限公司","臺南市東區南聖里裕農一街18號1樓","高淑斐",10800000,"1020606"
185,"54078617","合誼工業有限公司","臺南市安平區國平里文平路187巷88弄21號1樓","曾泯築",5000000,"1020618"
186,"54078623","翰澄建設有限公司","臺南市永康區東橋里東橋三路412巷17號1樓","陳敏章",10000000,"1020618"
187,"54078638","甲田不動產開發有限公司","臺南市新化區全興里竹子腳247-172號1樓","吳語嫣",1000000,"1020617"
188,"54078659","鍋老大石頭火鍋有限公司","臺南市永康區北灣里永大路2段1078號","陳建川",500000,"1020618"
189,"54078665","隆太科技有限公司","臺南市安南區安順里安和路4段94巷43弄35號","周秀美",5000000,"1020618"
190,"54078671","政瀚有限公司","臺南市將軍區保源里苓保82-20號","林耀林",10000000,"1020618"
191,"54078686","御曜國際有限公司","臺南市安南區東和里環館北路693號1樓","陳彥仰",50000,"1020619"
192,"54078692","彩虹品有限公司","臺南市北區文元里和緯路3段332號1樓","鄭毓欽",1000000,"1020618"
193,"54078709","奇航租賃有限公司","臺南市東區裕義路688號1樓","林麗純",5000000,"1020619"
194,"54078715","天一本草生物科技股份有限公司","臺南市官田區二鎮里工業路31號","陳俊凱",1000000,"1020619"
195,"54078721","財望有限公司","臺南市永康區西橋里中山南路45號6樓之1","陳世勳",100000,"1020619"
196,"54078736","綠揚建設有限公司","臺南市中西區西湖里湖美一街20巷5號1樓","謝隆卿",20000000,"1020619"
197,"54078742","雋和系統有限公司","臺南市善化區文正里光復路850號1樓","曾啟如",1000000,"1020619"
198,"54078757","新日光環保有限公司","臺南市佳里區建南里成功路231巷72號","李美芳",2000000,"1020619"
199,"54078763","通成物流有限公司","臺南市永康區永康里永福街71巷2號1樓","朱志軒",5000000,"1020619"
200,"54078779","彩虹日式餐飲有限公司","臺南市中西區天后里成功路249號1樓","鄭毓煇",1000000,"1020619"
201,"54078784","昌樺企業股份有限公司","臺南市新營區大宏里綠川北街52號1樓","陳志明",8000000,"1020620"
202,"54078790","永弘有限公司","臺南市永康區永大路2段245號","何晉榮",500000,"1020620"
203,"54078807","漢泓消防安全設備有限公司","臺南市新營區埤寮里建國路96號1樓","翁國譯",300000,"1020619"
204,"54078813","德川有限公司","臺南市永康區光復里復興路122號1樓","彭群智",1000000,"1020620"
205,"54078829","承祥企業有限公司","臺南市安南區海南里國安街156巷91號1樓","洪明順",2000000,"1020620"
206,"54078834","南友投資有限公司","臺南市永康區王行里環工路29號5樓","鄭慶祥",19000000,"1020620"
207,"54078840","世兆企業有限公司","臺南市東區崇明路70號1樓","張定平",1000000,"1020620"
208,"54078855","多盈有限公司","臺南市中西區西湖里24鄰湖美街70巷6號13樓之6","林佳音",500000,"1020620"
209,"54078861","四匕創意版畫有限公司","臺南市東區泉南里府連路381號1樓","蕭雅婷",1000000,"1020620"
210,"54078877","安栢優妮國際企業有限公司","臺南市北區大道里北門路2段608號1樓","蔡秋玉",6000000,"1020620"
211,"54078882","永盛精技有限公司","臺南市善化區小新里小新營13之28號1樓","鄒勝閎",2000000,"1020620"
212,"54078898","宏育投資有限公司","臺南市永康區王行里環工路29號5樓","王梅薰",18000000,"1020620"
213,"54078905","雄辣德工程有限公司","臺南市仁德區仁德里四維街36號1樓之3","陳明偉",10000000,"1020620"
214,"54078911","亨莉有限公司","臺南市永康區網寮里永大一路338巷8號","許殿輝",250000,"1020620"
215,"54078927","舜展建設有限公司","臺南市永康區王行里中山北路803號1樓","林順展",10000000,"1020620"
216,"54078932","睿笙有限公司","臺南市東區關聖里裕農路668巷35弄16號1樓","管嘉裕",1000000,"1020620"
217,"54078948","立固興業有限公司","臺南市永康區東橋一路358號1樓","陳良彥",300000,"1020624"
218,"54078953","二五八八不動產仲介經紀有限公司","臺南市安定區海寮里海寮61-6號1樓","方健男",500000,"1020620"
219,"54078975","兩宛有限公司","臺南市永康區網寮里永春街13巷38號","徐菀瑩",10000,"1020620"
220,"54078980","富國水電實業有限公司","臺南市東區東光路2段77巷20號1樓","方俊傑",2000000,"1020620"
221,"54078996","仁庾環能有限公司","臺南市安南區溪心里本原街2段116巷37弄6號1樓","蔡弘懋",1000000,"1020621"
222,"54079003","上群空調工程有限公司","臺南市安南區梅花里北安路2段501號1樓","陳綉惠",5000000,"1020620"
223,"54079019","冠樟金屬鋼料企業有限公司","臺南市永康區大灣路119巷56號","鄭進成",10000,"1020621"
224,"54079025","樂豆有限公司","臺南市永康區復國里復國一路329巷10號","銀濟春",50000,"1020621"
225,"54079030","唯喜股份有限公司","臺南市北區成德里文成一路60號1樓","林承達",5000000,"1020621"
226,"54079046","婚之帆實業有限公司","臺南市中西區安海里民生路2段393號","蔡璧如",1000000,"1020621"
227,"54079051","自然流露有限公司","臺南市東區崇學路18號4樓之1","王奐鈞",500000,"1020621"
228,"54079067","玖高國際有限公司","臺南市仁德區仁德里仁德三街50巷17號","許鈺岱",10000000,"1020621"
229,"54079073","帕蒂可可國際有限公司","臺南市新營區興業里公誠街7巷20-4號1樓","李昱德",700000,"1020621"
230,"54079088","知識創新有限公司","臺南市安南區塭南里安昌街174巷61弄12號1樓","林建德",1000000,"1020621"
231,"54079094","勤雅國際有限公司","臺南市永康區中華路610號1樓","王姿雅",4000000,"1020624"
232,"54079101","立鏡工程有限公司","臺南市永康區永安路201號2樓","陳冠諺",5000000,"1020624"
233,"54079117","器器工作室有限公司","臺南市中西區赤嵌街43號","吳祥溢",40000,"1020626"
234,"54079123","夏斐麗有限公司","臺南市安南區海東里海佃路2段499號1樓","郤詩馨",300000,"1020625"
235,"54079138","成利吉實業有限公司","臺南市永康區二王里中山南路316巷29號1樓","陳正郎",5000000,"1020625"
236,"54079159","揚霖開發有限公司","臺南市南區南華里中華南路2段382號4樓","吳美錦",5000000,"1020625"
237,"54079165","璟元光電有限公司","臺南市南區新興路461巷10弄2號5樓之1","張富雅",8000000,"1020625"
238,"54079171","萬泰工程開發有限公司","臺南市永康區龍潭里龍橋街67號1樓","吳仲和",500000,"1020625"
239,"54079186","君國天下建設有限公司","臺南市東區龍山里東門路2段176號2樓","朱秋玲",5000000,"1020625"
240,"54079192","康氏保生物科技有限公司","臺南市永康區三民里和平路212巷7號1樓","王勝章",2000000,"1020625"
241,"54079209","金馬國際投資股份有限公司","臺南市楠西區龜丹里龜丹39之4號1樓","林錦州",26000000,"1020625"
242,"54079215","凱迪特設計開發有限公司","臺南市永康區西灣里永華路263號1樓","李建達",150000,"1020626"
243,"54079221","裕高旅行社有限公司","臺南市安平區建平里慶平路100號6樓之1","黃敏雄",6000000,"1020626"
244,"54079236","川璞國際企業有限公司","臺南市永康區尚頂路90號1樓","賴敬佳",1000000,"1020626"
245,"54079242","恩嘉貿易有限公司","臺南市白河區外角里新興路459號1樓","周明傑",3000000,"1020625"
246,"54079257","天賜康生物科技有限公司","臺南市北區大仁里北門路2段376號","寧啓東",100000,"1020626"
247,"54079263","群達能源科技有限公司","臺南市善化區小新里成功路361號","陳盈秀",1000000,"1020626"
